1 100 -5 5 201
-10.000000	-5247.000000
-9.900000	-5094.215000
-9.800000	-4944.440000
-9.700000	-4797.645000
-9.600000	-4653.800000
-9.500000	-4512.875000
-9.400000	-4374.840000
-9.300000	-4239.665000
-9.200000	-4107.320000
-9.100000	-3977.775000
-9.000000	-3851.000000
-8.900000	-3726.965000
-8.800000	-3605.640000
-8.700000	-3486.995000
-8.600000	-3371.000000
-8.500000	-3257.625000
-8.400000	-3146.840000
-8.300000	-3038.615000
-8.200000	-2932.920000
-8.100000	-2829.725000
-8.000000	-2729.000000
-7.900000	-2630.715000
-7.800000	-2534.840000
-7.700000	-2441.345000
-7.600000	-2350.200000
-7.500000	-2261.375000
-7.400000	-2174.840000
-7.300000	-2090.565000
-7.200000	-2008.520000
-7.100000	-1928.675000
-7.000000	-1851.000000
-6.900000	-1775.465000
-6.800000	-1702.040000
-6.700000	-1630.695000
-6.600000	-1561.400000
-6.500000	-1494.125000
-6.400000	-1428.840000
-6.300000	-1365.515000
-6.200000	-1304.120000
-6.100000	-1244.625000
-6.000000	-1187.000000
-5.900000	-1131.215000
-5.800000	-1077.240000
-5.700000	-1025.045000
-5.600000	-974.600000
-5.500000	-925.875000
-5.400000	-878.840000
-5.300000	-833.465000
-5.200000	-789.720000
-5.100000	-747.575000
-5.000000	-707.000000
-4.900000	-667.965000
-4.800000	-630.440000
-4.700000	-594.395000
-4.600000	-559.800000
-4.500000	-526.625000
-4.400000	-494.840000
-4.300000	-464.415000
-4.200000	-435.320000
-4.100000	-407.525000
-4.000000	-381.000000
-3.900000	-355.715000
-3.800000	-331.640000
-3.700000	-308.745000
-3.600000	-287.000000
-3.500000	-266.375000
-3.400000	-246.840000
-3.300000	-228.365000
-3.200000	-210.920000
-3.100000	-194.475000
-3.000000	-179.000000
-2.900000	-164.465000
-2.800000	-150.840000
-2.700000	-138.095000
-2.600000	-126.200000
-2.500000	-115.125000
-2.400000	-104.840000
-2.300000	-95.315000
-2.200000	-86.520000
-2.100000	-78.425000
-2.000000	-71.000000
-1.900000	-64.215000
-1.800000	-58.040000
-1.700000	-52.445000
-1.600000	-47.400000
-1.500000	-42.875000
-1.400000	-38.840000
-1.300000	-35.265000
-1.200000	-32.120000
-1.100000	-29.375000
-1.000000	-27.000000
-0.900000	-24.965000
-0.800000	-23.240000
-0.700000	-21.795000
-0.600000	-20.600000
-0.500000	-19.625000
-0.400000	-18.840000
-0.300000	-18.215000
-0.200000	-17.720000
-0.100000	-17.325000
-0.000000	-17.000000
0.100000	-16.715000
0.200000	-16.440000
0.300000	-16.145000
0.400000	-15.800000
0.500000	-15.375000
0.600000	-14.840000
0.700000	-14.165000
0.800000	-13.320000
0.900000	-12.275000
1.000000	-11.000000
1.100000	-9.465000
1.200000	-7.640000
1.300000	-5.495000
1.400000	-3.000000
1.500000	-0.125000
1.600000	3.160000
1.700000	6.885000
1.800000	11.080000
1.900000	15.775000
2.000000	21.000000
2.100000	26.785000
2.200000	33.160000
2.300000	40.155000
2.400000	47.800000
2.500000	56.125000
2.600000	65.160000
2.700000	74.935000
2.800000	85.480000
2.900000	96.825000
3.000000	109.000000
3.100000	122.035000
3.200000	135.960000
3.300000	150.805000
3.400000	166.600000
3.500000	183.375000
3.600000	201.160000
3.700000	219.985000
3.800000	239.880000
3.900000	260.875000
4.000000	283.000000
4.100000	306.285000
4.200000	330.760000
4.300000	356.455000
4.400000	383.400000
4.500000	411.625000
4.600000	441.160000
4.700000	472.035000
4.800000	504.280000
4.900000	537.925000
5.000000	573.000000
5.100000	609.535000
5.200000	647.560000
5.300000	687.105000
5.400000	728.200000
5.500000	770.875000
5.600000	815.160000
5.700000	861.085000
5.800000	908.680000
5.900000	957.975000
6.000000	1009.000000
6.100000	1061.785000
6.200000	1116.360000
6.300000	1172.755000
6.400000	1231.000000
6.500000	1291.125000
6.600000	1353.160000
6.700000	1417.135000
6.800000	1483.080000
6.900000	1551.025000
7.000000	1621.000000
7.100000	1693.035000
7.200000	1767.160000
7.300000	1843.405000
7.400000	1921.800000
7.500000	2002.375000
7.600000	2085.160000
7.700000	2170.185000
7.800000	2257.480000
7.900000	2347.075000
8.000000	2439.000000
8.100000	2533.285000
8.200000	2629.960000
8.300000	2729.055000
8.400000	2830.600000
8.500000	2934.625000
8.600000	3041.160000
8.700000	3150.235000
8.800000	3261.880000
8.900000	3376.125000
9.000000	3493.000000
9.100000	3612.535000
9.200000	3734.760000
9.300000	3859.705000
9.400000	3987.400000
9.500000	4117.875000
9.600000	4251.160000
9.700000	4387.285000
9.800000	4526.280000
9.900000	4668.175000
10.000000	4813.000000
