2 100 -5 5 10201
-10.0000	-10.0000	471.0000
-10.0000	-9.8000	463.6000
-10.0000	-9.6000	456.2000
-10.0000	-9.4000	448.8000
-10.0000	-9.2000	441.4000
-10.0000	-9.0000	434.0000
-10.0000	-8.8000	426.6000
-10.0000	-8.6000	419.2000
-10.0000	-8.4000	411.8000
-10.0000	-8.2000	404.4000
-10.0000	-8.0000	397.0000
-10.0000	-7.8000	389.6000
-10.0000	-7.6000	382.2000
-10.0000	-7.4000	374.8000
-10.0000	-7.2000	367.4000
-10.0000	-7.0000	360.0000
-10.0000	-6.8000	352.6000
-10.0000	-6.6000	345.2000
-10.0000	-6.4000	337.8000
-10.0000	-6.2000	330.4000
-10.0000	-6.0000	323.0000
-10.0000	-5.8000	315.6000
-10.0000	-5.6000	308.2000
-10.0000	-5.4000	300.8000
-10.0000	-5.2000	293.4000
-10.0000	-5.0000	286.0000
-10.0000	-4.8000	278.6000
-10.0000	-4.6000	271.2000
-10.0000	-4.4000	263.8000
-10.0000	-4.2000	256.4000
-10.0000	-4.0000	249.0000
-10.0000	-3.8000	241.6000
-10.0000	-3.6000	234.2000
-10.0000	-3.4000	226.8000
-10.0000	-3.2000	219.4000
-10.0000	-3.0000	212.0000
-10.0000	-2.8000	204.6000
-10.0000	-2.6000	197.2000
-10.0000	-2.4000	189.8000
-10.0000	-2.2000	182.4000
-10.0000	-2.0000	175.0000
-10.0000	-1.8000	167.6000
-10.0000	-1.6000	160.2000
-10.0000	-1.4000	152.8000
-10.0000	-1.2000	145.4000
-10.0000	-1.0000	138.0000
-10.0000	-0.8000	130.6000
-10.0000	-0.6000	123.2000
-10.0000	-0.4000	115.8000
-10.0000	-0.2000	108.4000
-10.0000	-0.0000	101.0000
-10.0000	0.2000	93.6000
-10.0000	0.4000	86.2000
-10.0000	0.6000	78.8000
-10.0000	0.8000	71.4000
-10.0000	1.0000	64.0000
-10.0000	1.2000	56.6000
-10.0000	1.4000	49.2000
-10.0000	1.6000	41.8000
-10.0000	1.8000	34.4000
-10.0000	2.0000	27.0000
-10.0000	2.2000	19.6000
-10.0000	2.4000	12.2000
-10.0000	2.6000	4.8000
-10.0000	2.8000	-2.6000
-10.0000	3.0000	-10.0000
-10.0000	3.2000	-17.4000
-10.0000	3.4000	-24.8000
-10.0000	3.6000	-32.2000
-10.0000	3.8000	-39.6000
-10.0000	4.0000	-47.0000
-10.0000	4.2000	-54.4000
-10.0000	4.4000	-61.8000
-10.0000	4.6000	-69.2000
-10.0000	4.8000	-76.6000
-10.0000	5.0000	-84.0000
-10.0000	5.2000	-91.4000
-10.0000	5.4000	-98.8000
-10.0000	5.6000	-106.2000
-10.0000	5.8000	-113.6000
-10.0000	6.0000	-121.0000
-10.0000	6.2000	-128.4000
-10.0000	6.4000	-135.8000
-10.0000	6.6000	-143.2000
-10.0000	6.8000	-150.6000
-10.0000	7.0000	-158.0000
-10.0000	7.2000	-165.4000
-10.0000	7.4000	-172.8000
-10.0000	7.6000	-180.2000
-10.0000	7.8000	-187.6000
-10.0000	8.0000	-195.0000
-10.0000	8.2000	-202.4000
-10.0000	8.4000	-209.8000
-10.0000	8.6000	-217.2000
-10.0000	8.8000	-224.6000
-10.0000	9.0000	-232.0000
-10.0000	9.2000	-239.4000
-10.0000	9.4000	-246.8000
-10.0000	9.6000	-254.2000
-10.0000	9.8000	-261.6000
-10.0000	10.0000	-269.0000
-9.8000	-10.0000	461.0400
-9.8000	-9.8000	453.7600
-9.8000	-9.6000	446.4800
-9.8000	-9.4000	439.2000
-9.8000	-9.2000	431.9200
-9.8000	-9.0000	424.6400
-9.8000	-8.8000	417.3600
-9.8000	-8.6000	410.0800
-9.8000	-8.4000	402.8000
-9.8000	-8.2000	395.5200
-9.8000	-8.0000	388.2400
-9.8000	-7.8000	380.9600
-9.8000	-7.6000	373.6800
-9.8000	-7.4000	366.4000
-9.8000	-7.2000	359.1200
-9.8000	-7.0000	351.8400
-9.8000	-6.8000	344.5600
-9.8000	-6.6000	337.2800
-9.8000	-6.4000	330.0000
-9.8000	-6.2000	322.7200
-9.8000	-6.0000	315.4400
-9.8000	-5.8000	308.1600
-9.8000	-5.6000	300.8800
-9.8000	-5.4000	293.6000
-9.8000	-5.2000	286.3200
-9.8000	-5.0000	279.0400
-9.8000	-4.8000	271.7600
-9.8000	-4.6000	264.4800
-9.8000	-4.4000	257.2000
-9.8000	-4.2000	249.9200
