1 100 -5 5 201
-10.0000	-5247.0000
-9.9000	-5094.2150
-9.8000	-4944.4400
-9.7000	-4797.6450
-9.6000	-4653.8000
-9.5000	-4512.8750
-9.4000	-4374.8400
-9.3000	-4239.6650
-9.2000	-4107.3200
-9.1000	-3977.7750
-9.0000	-3851.0000
-8.9000	-3726.9650
-8.8000	-3605.6400
-8.7000	-3486.9950
-8.6000	-3371.0000
-8.5000	-3257.6250
-8.4000	-3146.8400
-8.3000	-3038.6150
-8.2000	-2932.9200
-8.1000	-2829.7250
-8.0000	-2729.0000
-7.9000	-2630.7150
-7.8000	-2534.8400
-7.7000	-2441.3450
-7.6000	-2350.2000
-7.5000	-2261.3750
-7.4000	-2174.8400
-7.3000	-2090.5650
-7.2000	-2008.5200
-7.1000	-1928.6750
-7.0000	-1851.0000
-6.9000	-1775.4650
-6.8000	-1702.0400
-6.7000	-1630.6950
-6.6000	-1561.4000
-6.5000	-1494.1250
-6.4000	-1428.8400
-6.3000	-1365.5150
-6.2000	-1304.1200
-6.1000	-1244.6250
-6.0000	-1187.0000
-5.9000	-1131.2150
-5.8000	-1077.2400
-5.7000	-1025.0450
-5.6000	-974.6000
-5.5000	-925.8750
-5.4000	-878.8400
-5.3000	-833.4650
-5.2000	-789.7200
-5.1000	-747.5750
-5.0000	-707.0000
-4.9000	-667.9650
-4.8000	-630.4400
-4.7000	-594.3950
-4.6000	-559.8000
-4.5000	-526.6250
-4.4000	-494.8400
-4.3000	-464.4150
-4.2000	-435.3200
-4.1000	-407.5250
-4.0000	-381.0000
-3.9000	-355.7150
-3.8000	-331.6400
-3.7000	-308.7450
-3.6000	-287.0000
-3.5000	-266.3750
-3.4000	-246.8400
-3.3000	-228.3650
-3.2000	-210.9200
-3.1000	-194.4750
-3.0000	-179.0000
-2.9000	-164.4650
-2.8000	-150.8400
-2.7000	-138.0950
-2.6000	-126.2000
-2.5000	-115.1250
-2.4000	-104.8400
-2.3000	-95.3150
-2.2000	-86.5200
-2.1000	-78.4250
-2.0000	-71.0000
-1.9000	-64.2150
-1.8000	-58.0400
-1.7000	-52.4450
-1.6000	-47.4000
-1.5000	-42.8750
-1.4000	-38.8400
-1.3000	-35.2650
-1.2000	-32.1200
-1.1000	-29.3750
-1.0000	-27.0000
-0.9000	-24.9650
-0.8000	-23.2400
-0.7000	-21.7950
-0.6000	-20.6000
-0.5000	-19.6250
-0.4000	-18.8400
-0.3000	-18.2150
-0.2000	-17.7200
-0.1000	-17.3250
-0.0000	-17.0000
0.1000	-16.7150
0.2000	-16.4400
0.3000	-16.1450
0.4000	-15.8000
0.5000	-15.3750
0.6000	-14.8400
0.7000	-14.1650
0.8000	-13.3200
0.9000	-12.2750
1.0000	-11.0000
1.1000	-9.4650
1.2000	-7.6400
1.3000	-5.4950
1.4000	-3.0000
1.5000	-0.1250
1.6000	3.1600
1.7000	6.8850
1.8000	11.0800
1.9000	15.7750
2.0000	21.0000
2.1000	26.7850
2.2000	33.1600
2.3000	40.1550
2.4000	47.8000
2.5000	56.1250
2.6000	65.1600
2.7000	74.9350
2.8000	85.4800
2.9000	96.8250
3.0000	109.0000
3.1000	122.0350
3.2000	135.9600
3.3000	150.8050
3.4000	166.6000
3.5000	183.3750
3.6000	201.1600
3.7000	219.9850
3.8000	239.8800
3.9000	260.8750
4.0000	283.0000
4.1000	306.2850
4.2000	330.7600
4.3000	356.4550
4.4000	383.4000
4.5000	411.6250
4.6000	441.1600
4.7000	472.0350
4.8000	504.2800
4.9000	537.9250
5.0000	573.0000
5.1000	609.5350
5.2000	647.5600
5.3000	687.1050
5.4000	728.2000
5.5000	770.8750
5.6000	815.1600
5.7000	861.0850
5.8000	908.6800
5.9000	957.9750
6.0000	1009.0000
6.1000	1061.7850
6.2000	1116.3600
6.3000	1172.7550
6.4000	1231.0000
6.5000	1291.1250
6.6000	1353.1600
6.7000	1417.1350
6.8000	1483.0800
6.9000	1551.0250
7.0000	1621.0000
7.1000	1693.0350
7.2000	1767.1600
7.3000	1843.4050
7.4000	1921.8000
7.5000	2002.3750
7.6000	2085.1600
7.7000	2170.1850
7.8000	2257.4800
7.9000	2347.0750
8.0000	2439.0000
8.1000	2533.2850
8.2000	2629.9600
8.3000	2729.0550
8.4000	2830.6000
8.5000	2934.6250
8.6000	3041.1600
8.7000	3150.2350
8.8000	3261.8800
8.9000	3376.1250
9.0000	3493.0000
9.1000	3612.5350
9.2000	3734.7600
9.3000	3859.7050
9.4000	3987.4000
9.5000	4117.8750
9.6000	4251.1600
9.7000	4387.2850
9.8000	4526.2800
9.9000	4668.1750
10.0000	4813.0000
